,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
3384,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3385,Senior/Staff Frontend Developer,SEP,"San Francisco, CA",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,160000.0,220000.0,USD,Software Engineer,,FrontEnd
3386,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3387,Staff Software Engineer - Front End,Intuit,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Normal,123000.0,222000.0,USD,Software Engineer,,SWE
3388,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3389,Staff Backend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,BackEnd
3390,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3391,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3392,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3393,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3394,Frontend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,FrontEnd
3395,"Software Engineer, Core Infrastructure",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,114000.0,219000.0,USD,Software Engineer,,Infra/System SWE
3396,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3397,Full Stack Software Engineer (remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
3398,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3399,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3400,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3401,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3402,Senior Software Engineer (Remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,171000.0,247000.0,USD,Software Engineer,,SWE
3403,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3404,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3405,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3406,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3407,Staff Backend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,BackEnd
3408,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3409,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3410,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3411,Senior Full Stack Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,200000.0,USD,Software Engineer,,Full Stack
3412,Frontend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,FrontEnd
3413,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3414,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3415,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3416,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3417,"UX Engineer, Front End, Early Career",Google,"San Francisco, CA",4.5,4665,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,89000.0,208000.0,USD,Software Engineer,,SWE
3418,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3419,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3420,Full Stack Software Engineer (remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
3421,Senior Software Engineer (Remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,171000.0,247000.0,USD,Software Engineer,,SWE
3422,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3423,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3424,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3425,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3426,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3427,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3428,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3429,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3430,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3431,Senior Full Stack Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,200000.0,USD,Software Engineer,,Full Stack
3432,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3433,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3434,Staff Backend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,BackEnd
3435,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3436,Staff Software Engineer - Front End,Intuit,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Normal,123000.0,222000.0,USD,Software Engineer,,SWE
3437,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3438,Frontend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,FrontEnd
3439,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3440,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3441,"UX Engineer, Front End, Early Career",Google,"San Francisco, CA",4.5,4665,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,89000.0,208000.0,USD,Software Engineer,,SWE
3442,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3443,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3444,Full Stack Software Engineer (remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
3445,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3446,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3447,Senior Software Engineer (Remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,171000.0,247000.0,USD,Software Engineer,,SWE
3448,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3449,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3450,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3451,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3452,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3453,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3454,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3455,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3456,Staff Software Engineer - Front End,Intuit,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Normal,123000.0,222000.0,USD,Software Engineer,,SWE
3457,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3458,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3459,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3460,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3461,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3462,Frontend Software Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,180000.0,200000.0,USD,Software Engineer,,FrontEnd
3463,"UX Engineer, Front End, Early Career",Google,"San Francisco, CA",4.5,4665,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,89000.0,208000.0,USD,Software Engineer,,SWE
3464,"Software Engineer (Frontend), Web Payment Experience",Square,"San Francisco, CA",4.2,559,5001 to 10000 Employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Normal,98000.0,196000.0,USD,Software Engineer,,FrontEnd
3465,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3466,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3467,Senior Software Engineer (Full-Stack) - Remote,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3468,Full Stack Software Engineer,"Artizen, Inc.","Alameda, CA",4.5,3,51 to 200 Employees,1991,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Normal,98000.0,193000.0,USD,Software Engineer,,Full Stack
3469,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3470,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3471,Senior Software Engineer,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3472,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3473,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3474,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3475,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3476,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3477,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3478,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3479,Mid-Level Frontend Engineer ( Full-Time ) ( Remote ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,FrontEnd
3480,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3481,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3482,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3483,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3484,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3485,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3486,Senior Front End Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,180000.0,USD,Software Engineer,,Full Stack
3487,Software Engineer,Epitec,"Burlingame, CA",3.7,191,1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,166400.0,187200.0,USD,Software Engineer,,SWE
3488,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3489,"Software Engineer, Core Infrastructure",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,114000.0,219000.0,USD,Software Engineer,,Infra/System SWE
3490,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3491,Senior Software Engineer (Full-Stack) - Remote,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3492,Full Stack Software Engineer,"Artizen, Inc.","Alameda, CA",4.5,3,51 to 200 Employees,1991,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Normal,98000.0,193000.0,USD,Software Engineer,,Full Stack
3493,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3494,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3495,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3496,Senior Full Stack Software Engineer,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,128000.0,206000.0,USD,Software Engineer,,Full Stack
3497,Senior Software Engineer,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3498,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3499,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3500,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3501,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3502,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3503,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
