,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
3504,Mid-Level Frontend Engineer ( Full-Time ) ( Remote ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,FrontEnd
3505,Senior Full Stack Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,200000.0,USD,Software Engineer,,Full Stack
3506,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3507,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3508,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3509,Staff Software Engineer - Front End,Intuit,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Normal,123000.0,222000.0,USD,Software Engineer,,SWE
3510,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3511,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3512,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3513,Senior Front End Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,180000.0,USD,Software Engineer,,Full Stack
3514,Software Engineer,Epitec,"Burlingame, CA",3.7,191,1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,166400.0,187200.0,USD,Software Engineer,,SWE
3515,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3516,"Software Engineer, Core Infrastructure",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,114000.0,219000.0,USD,Software Engineer,,Infra/System SWE
3517,"Sr. Director, Software Development & Engineering",Comcast,"San Francisco, CA",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,138000.0,233000.0,USD,Software Engineer,,SWE
3518,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3519,Full Stack Software Engineer (remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
3520,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3521,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3522,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3523,Senior Full Stack Software Engineer,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,128000.0,206000.0,USD,Software Engineer,,Full Stack
3524,Senior Software Engineer,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3525,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3526,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3527,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3528,Mid-Level Frontend Engineer ( Full-Time ) ( Remote ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,FrontEnd
3529,Mid-Level Back-End Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,SWE
3530,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3531,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3532,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3533,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3534,Senior Full Stack Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,200000.0,USD,Software Engineer,,Full Stack
3535,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3536,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3537,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3538,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3539,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3540,Software Engineer,Epitec,"Burlingame, CA",3.7,191,1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,166400.0,187200.0,USD,Software Engineer,,SWE
3541,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3542,"Software Engineer, Core Infrastructure",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,114000.0,219000.0,USD,Software Engineer,,Infra/System SWE
3543,"Sr. Director, Software Development & Engineering",Comcast,"San Francisco, CA",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,138000.0,233000.0,USD,Software Engineer,,SWE
3544,"Lead Software Engineer (REMOTE), Content Moderation",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,195000.0,195000.0,USD,Software Engineer,,SWE
3545,Full Stack Software Engineer (remote),Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
3546,Software Engineering Director,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,188000.0,272000.0,USD,Software Engineer,,SWE
3547,Full Stack Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
3548,Front End Developer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,88000.0,192000.0,USD,Software Engineer,,Full Stack
3549,Senior Full Stack Software Engineer,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,128000.0,206000.0,USD,Software Engineer,,Full Stack
3550,Senior Software Engineer,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
3551,Senior Front End Developer (Remote),Charles Schwab,California,3.9,1960,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Senior,101000.0,165000.0,USD,Software Engineer,,Full Stack
3552,Senior Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
3553,Software Engineer,Underdog.io,"San Francisco, CA",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,75000.0,185000.0,USD,Software Engineer,,SWE
3554,Mid-Level Frontend Engineer ( Full-Time ) ( Remote ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,FrontEnd
3555,Mid-Level Back-End Engineer ( Remote ) ( Full-Time ),Career Developers,"San Francisco, CA",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,160000.0,175000.0,USD,Software Engineer,,SWE
3556,"Senior Fullstack Software Engineer (100% Remote, Must work with PST Hours)",The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,185120.0,185120.0,USD,Software Engineer,,SWE
3557,Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,243360.0,243360.0,USD,Software Engineer,,SWE
3558,Software Developer (No Prior Experience Required),Revature,"San Francisco, CA",4.1,390,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Normal,90000.0,199000.0,USD,Software Engineer,,Full Stack
3559,Full Stack Engineer,Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Normal,160000.0,200000.0,USD,Software Engineer,,Full Stack
3560,Senior Full Stack Developer,Cloudwise Solutions,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,150000.0,200000.0,USD,Software Engineer,,Full Stack
3561,"Senior Software Engineer, Front End",Michael Page,"San Francisco, CA",0.0,0,5001 to 10000 Employees,1976,Company - Private,Unknown,Unknown,$10+ billion (USD),Senior,180000.0,200000.0,USD,Software Engineer,,SWE
3562,Senior Android Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior,264160.0,264160.0,USD,Software Engineer,,SWE
3563,Senior Software Engineer - Front End,Intuit - Software Engineering,"San Francisco, CA",4.5,1583,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Senior,119000.0,203000.0,USD,Software Engineer,,SWE
3564,React Developer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,216320.0,216320.0,USD,Software Engineer,,Full Stack
3565,Backend Software Engineer (100% Remote),The Mom Project,"San Francisco, CA",4.8,24,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Normal,183040.0,183040.0,USD,Software Engineer,,BackEnd
3566,Software Engineer,Epitec,"Burlingame, CA",3.7,191,1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,166400.0,187200.0,USD,Software Engineer,,SWE
3567,"Software Engineer, Frontend (Design Systems)",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,108000.0,218000.0,USD,Software Engineer,,FrontEnd
3568,"Software Engineer, Core Infrastructure",Asana,"San Francisco, CA",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,114000.0,219000.0,USD,Software Engineer,,Infra/System SWE
3569,"Sr. Director, Software Development & Engineering",Comcast,"San Francisco, CA",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,138000.0,233000.0,USD,Software Engineer,,SWE
